id,G_Played,Pts,Reb,Asist
873,39,3.6,3.4,0.6
874,82,6.2,1.9,2.7
875,66,7.7,1.9,1.2
876,4,19.8,5.3,3.0
877,82,11.8,8.7,1.1
878,67,7.6,2.4,2.5
879,64,3.3,1.3,2.8
880,45,4.1,1.0,1.3
881,44,5.1,3.7,0.4
882,47,8.2,3.4,1.0
883,37,13.1,8.9,2.1
884,13,4.6,3.2,1.0
885,50,15.0,7.4,3.7
886,50,9.1,6.8,1.3
887,50,10.8,12.2,1.1
888,45,6.9,1.5,4.2
889,24,3.8,0.9,1.0
890,17,10.9,3.8,0.9
891,47,5.1,3.6,0.7
892,48,11.0,7.1,1.4
893,50,15.2,4.1,3.7
894,14,5.8,1.8,1.4
895,17,2.2,1.2,1.7
896,19,2.3,1.8,0.1
897,8,0.6,0.8,0.0
898,22,3.0,0.8,1.5
899,16,0.7,1.2,0.5
900,27,5.0,2.6,0.6
901,50,5.9,1.8,3.9
902,37,8.0,1.3,3.9
903,36,6.5,1.6,1.1
904,42,4.1,1.2,1.6
905,49,9.9,2.3,2.5
906,30,4.9,0.9,0.4
907,50,8.0,8.3,0.4
908,48,10.3,2.4,0.8
909,24,5.2,1.8,1.8
910,50,12.6,3.3,6.2
911,48,7.0,4.3,3.1
912,19,1.5,0.7,0.2
913,50,9.3,2.1,4.2
914,50,7.0,2.0,1.1
915,50,11.0,11.6,0.6
916,50,9.1,4.4,2.3
917,50,13.8,3.6,6.7
918,49,15.8,10.0,2.1
919,10,3.4,3.4,0.1
920,50,14.1,3.2,6.4
921,20,0.7,0.4,0.3
922,46,4.5,1.0,2.2
923,49,5.5,5.2,0.6
924,49,11.2,2.1,2.9
925,42,10.1,2.0,1.1
926,23,2.1,11.2,1.3
927,38,10.8,2.9,3.8
928,3,4.0,0.7,0.3
929,19,1.2,0.7,0.2
930,49,12.6,8.1,1.4
931,47,18.4,5.9,2.1
932,50,21.1,7.1,6.0
933,50,9.8,5.9,1.1
934,50,6.4,1.3,2.0
935,42,2.8,2.0,0.6
936,44,4.9,2.7,1.1
937,48,5.7,7.3,0.5
938,50,18.9,9.6,1.8
939,47,3.1,2.3,0.5
940,29,6.9,3.5,5.9
941,6,1.7,1.0,0.0
942,50,10.3,4.0,2.5
943,50,8.9,7.0,1.8
944,25,1.2,3.3,0.6
945,50,7.4,1.9,3.7
946,50,9.1,1.7,1.8
947,49,9.7,4.8,1.8
948,47,13.9,4.2,2.2
949,30,3.2,1.6,0.7
950,36,7.3,2.1,3.3
951,41,9.0,5.2,1.2
952,27,17.5,3.7,2.6
953,50,15.6,3.9,3.7
954,1,0.0,0.0,0.0
955,33,2.4,0.7,0.9
956,44,5.0,1.8,2.1
957,35,2.8,1.0,1.3
958,46,2.1,3.0,0.3
959,15,7.9,2.3,4.4
960,49,10.5,2.9,1.1
961,35,2.2,2.8,0.4
962,48,8.6,3.4,6.3
963,38,5.4,2.3,0.8
964,38,7.3,2.1,1.0
965,50,8.8,7.6,1.1
966,33,7.5,2.5,1.9
967,50,5.1,6.4,0.4
968,2,0.0,0.0,0.0
969,47,9.3,3.5,1.3
970,26,1.6,1.8,0.0
971,12,1.6,0.9,0.3
972,2,0.0,0.0,1.5
973,50,21.7,4.9,8.7
974,45,16.0,7.8,1.7
975,43,8.3,6.5,1.8
976,48,8.9,3.4,1.6
977,3,0.7,0.3,0.3
978,50,13.2,4.1,1.3
979,21,7.8,3.8,1.8
980,30,3.9,1.3,0.3
981,18,2.6,1.7,0.5
982,42,18.7,8.5,3.1
983,47,4.7,1.1,2.3
984,49,9.4,7.0,0.7
985,10,1.3,1.6,0.1
986,50,21.2,10.7,1.6
987,34,8.3,3.7,0.6
988,50,12.1,7.9,2.4
989,27,3.4,1.7,0.4
990,50,9.7,2.4,7.4
991,32,3.3,1.2,1.9
992,8,2.1,1.4,0.4
993,46,6.0,8.3,0.4
994,6,0.7,1.3,0.2
995,35,2.2,1.5,0.4
996,38,3.8,2.1,0.5
997,48,9.5,2.4,4.6
998,49,10.5,5.6,1.4
999,24,3.2,1.4,1.3
1000,31,6.5,5.4,1.8
1001,50,4.3,2.0,3.0
1002,28,9.6,3.0,2.8
1003,50,7.1,2.7,3.3
1004,2,1.0,0.0,0.0
1005,49,5.0,1.5,2.2
1006,19,2.3,0.6,0.6
1007,50,4.9,4.6,0.5
1008,50,4.8,2.8,2.0
1009,40,4.0,3.2,0.6
1010,44,4.0,3.2,0.6
1011,44,2.9,4.4,0.4
1012,4,1.5,0.0,0.8
1013,21,2.1,1.9,0.2
1014,38,12.5,6.6,0.7
1015,50,16.3,3.0,2.7
1016,48,26.8,4.9,4.6
1017,46,20.1,11.0,1.6
1018,4,2.8,1.0,1.3
1019,50,5.0,1.6,2.6
1020,35,3.3,1.9,0.4
1021,47,7.9,5.4,0.7
1022,19,1.1,0.3,0.3
1023,21,3.8,4.4,0.6
1024,50,15.8,5.7,5.3
1025,47,9.6,6.4,0.7
1026,5,1.8,2.4,0.2
1027,29,2.4,2.3,0.2
1028,43,14.3,4.0,3.5
1029,7,4.4,1.3,0.4
1030,38,6.3,3.1,0.6
1031,50,7.6,3.4,5.4
1032,45,13.9,2.1,3.8
1033,48,5.5,5.1,0.8
1034,41,3.3,2.4,0.7
1035,39,5.3,1.8,0.6
1036,48,6.8,2.8,4.0
1037,42,6.9,2.1,0.6
1038,46,2.5,4.2,0.2
1039,48,5.7,3.7,0.7
1040,8,0.5,1.4,0.1
1041,47,10.3,5.0,2.2
1042,44,4.2,2.8,0.5
1043,50,10.1,3.2,1.6
1044,42,20.0,13.0,4.1
1045,39,4.8,1.2,1.8
1046,16,7.6,3.4,1.5
1047,50,6.1,2.6,1.2
1048,48,8.5,3.6,1.2
1049,49,8.1,5.0,0.7
1050,50,16.4,4.5,2.6
1051,24,1.9,1.2,0.8
1052,23,3.7,1.0,0.6
1053,32,3.3,4.0,0.4
1054,29,3.7,1.4,1.4
1055,50,7.0,7.5,3.4
1056,3,0.7,0.3,0.0
1057,37,11.1,3.9,3.1
1058,40,7.3,2.0,2.8
1059,39,9.6,3.4,7.7
1060,16,2.1,1.2,0.9
1061,48,11.5,9.8,1.4
1062,1,0.0,1.0,1.0
1063,21,4.1,2.5,0.0
1064,30,2.3,1.7,0.9
1065,3,1.3,0.0,0.3
1066,34,2.9,4.4,0.4
1067,25,10.8,5.5,1.5
1068,34,3.5,0.9,1.5
1069,50,12.4,5.3,1.5
1070,50,7.7,2.8,1.5
1071,28,2.3,2.2,0.1
1072,2,2.5,0.5,0.5
1073,9,0.2,0.3,0.0
1074,13,12.5,6.5,0.9
1075,50,9.1,3.9,2.3
1076,42,16.1,12.3,4.6
1077,18,3.1,1.9,0.7
1078,46,7.0,2.3,1.8
1079,20,2.5,2.9,0.1
1080,43,3.5,3.5,0.4
1081,24,14.8,6.1,3.1
1082,44,15.7,4.8,9.9
1083,47,7.4,3.8,1.6
1084,13,3.3,1.3,0.8
1085,35,11.2,5.1,3.3
1086,41,17.0,3.8,2.5
1087,9,1.7,2.3,0.2
1088,34,4.8,1.5,0.4
1089,24,2.7,1.3,0.1
1090,43,4.7,1.3,1.5
1091,18,2.6,1.9,0.3
1092,8,15.9,1.9,4.5
1093,2,4.0,1.5,0.0
1094,49,5.3,3.7,0.8
1095,44,10.7,2.2,1.3
1096,48,5.0,2.9,0.5
1097,39,5.9,3.7,0.2
1098,32,6.6,3.7,1.4
1099,7,2.0,2.0,0.1
1100,50,14.5,6.5,5.9
1101,50,11.2,4.3,2.3
1102,8,1.4,0.1,0.0
1103,36,2.7,2.0,0.3
1104,49,11.1,3.1,1.9
1105,50,8.5,2.6,1.1
1106,49,26.3,10.7,2.3
1107,50,23.0,7.5,3.4
1108,50,11.2,3.6,2.0
1109,49,8.6,8.0,0.8
1110,25,8.9,1.4,3.2
1111,49,14.9,5.6,1.1
1112,39,5.6,1.9,0.5
1113,38,17.3,9.9,1.1
1114,6,0.7,0.2,0.0
1115,48,16.5,6.4,2.4
1116,48,8.4,3.0,1.5
1117,46,3.6,2.5,0.7
1118,2,1.0,1.0,0.0
1119,11,2.5,1.2,2.7
1120,18,3.0,2.9,0.8
1121,12,13.8,7.6,0.7
1122,27,4.2,2.0,0.3
1123,39,8.8,3.4,3.8
1124,38,4.9,4.0,1.5
1125,1,12.0,2.0,3.0
1126,49,12.8,4.9,1.2
1127,2,4.0,4.0,0.5
1128,50,17.1,4.2,3.6
1129,27,1.9,2.2,1.5
1130,50,18.4,2.7,2.2
1131,30,3.8,2.3,0.2
1132,38,12.1,2.7,2.9
1133,33,3.1,1.5,1.8
1134,17,1.0,0.6,1.1
1135,44,9.0,2.0,2.0
1136,16,0.8,1.4,0.1
1137,46,4.5,1.8,1.3
1138,20,2.4,1.3,0.2
1139,50,11.4,6.9,1.3
1140,42,20.5,9.2,2.4
1141,30,8.2,1.9,4.1
1142,36,6.5,2.3,0.8
1143,49,7.1,1.6,3.4
1144,37,4.2,3.5,0.8
1145,8,1.9,2.4,0.3
1146,1,0.0,3.0,0.0
1147,25,6.8,2.2,3.7
1148,47,7.5,3.1,0.9
1149,38,8.6,7.6,0.9
1150,50,10.1,3.5,1.6
1151,15,5.0,0.3,1.7
1152,1,4.0,0.0,2.0
1153,46,10.7,1.8,1.7
1154,49,9.3,5.7,2.3
1155,34,13.8,6.2,1.6
1156,48,5.9,2.1,3.6
1157,50,10.0,6.6,1.5
1158,50,14.3,10.0,4.3
1159,23,5.5,3.3,0.5
1160,12,6.8,1.3,0.8
1161,48,9.3,3.0,1.7
1162,32,5.7,3.6,1.3
1163,45,11.2,3.2,1.8
1164,37,2.4,3.7,0.5
1165,16,0.4,1.8,0.1
1166,3,1.3,2.0,0.0
1167,5,15.2,8.8,0.8
1168,50,18.3,5.7,3.0
1169,12,3.1,1.1,0.7
1170,43,11.2,6.0,0.5
1171,50,6.7,6.0,1.1
1172,48,4.3,2.6,1.2
1173,6,2.3,1.8,0.0
1174,49,21.3,2.9,8.9
1175,4,1.0,0.0,0.8
1176,44,4.4,1.0,1.1
1177,40,7.9,2.9,5.5
1178,36,18.7,4.2,3.3
1179,2,1.0,3.0,0.0
1180,49,9.3,3.8,1.0
1181,36,13.9,3.7,8.6
1182,50,9.1,5.1,1.2
1183,37,3.4,3.8,0.3
1184,36,6.8,1.5,2.6
1185,26,3.2,0.9,1.0
1186,50,10.5,2.8,2.9
1187,50,11.2,8.1,0.6
1188,43,4.2,2.2,0.6
1189,50,21.7,11.4,2.4
1190,48,17.4,3.2,7.3
1191,30,4.0,1.3,0.7
1192,50,7.2,2.5,0.9
1193,27,2.9,2.0,0.5
1194,42,3.4,2.4,0.1
1195,43,17.0,8.9,2.8
1196,49,4.3,2.8,0.4
1197,44,18.8,7.0,5.3
1198,1,9.0,4.0,0.0
1199,49,11.3,6.8,2.1
1200,2,1.5,0.0,0.5
1201,4,2.5,2.0,0.0
1202,50,11.1,2.9,7.5
1203,39,4.3,3.4,0.4
1204,48,8.6,3.6,1.0
1205,50,6.1,1.5,0.8
1206,36,5.8,2.8,0.7
1207,43,5.0,2.2,2.6
1208,1,0.0,0.0,0.0
1209,50,5.5,2.7,1.1
1210,41,9.8,6.0,0.4
1211,36,19.0,8.2,3.0
1212,49,23.8,9.4,4.1
1213,33,1.6,1.3,0.3
1214,50,13.8,3.3,4.7
1215,39,3.1,2.4,1.0
1216,42,21.8,8.5,1.5
1217,2,2.0,1.5,0.0
1218,50,11.7,4.9,2.4
1219,34,12.1,3.0,5.7
1220,28,3.3,3.4,0.4
1221,46,12.9,4.2,2.5
1222,47,20.8,10.4,4.3
1223,8,1.6,0.9,0.4
1224,42,12.0,8.3,1.6
1225,11,2.3,0.6,1.0
1226,50,19.9,5.3,3.8
1227,3,4.3,1.3,0.3
1228,15,2.1,1.7,0.0
1229,50,6.2,3.5,0.8
1230,27,5.9,1.1,2.3
1231,3,0.0,0.3,0.0
1232,10,2.5,1.0,0.0
1233,31,5.9,2.0,1.8
1234,28,6.3,10.3,0.9
1235,3,0.7,0.3,0.3
1236,47,6.4,2.1,1.0
1237,35,8.8,5.9,0.5
1238,50,16.9,6.8,10.8
1239,6,1.8,1.2,0.3
1240,50,12.8,3.1,6.0
1241,30,8.1,12.0,1.1
1242,48,12.2,3.3,4.0
1243,35,3.7,0.6,2.1
1244,14,2.2,1.6,0.0
1245,17,2.4,1.3,0.9
1246,16,1.9,0.8,0.2
1247,36,2.5,2.7,0.4
1248,16,1.5,1.1,0.1
1249,45,3.2,2.9,0.9
1250,50,7.1,7.0,0.5
1251,42,14.5,2.5,2.8
1252,49,8.4,3.2,2.6
1253,22,2.2,2.5,0.1
1254,2,1.5,0.0,0.0
1255,38,11.3,1.8,3.5
1256,31,2.2,2.2,0.4
1257,43,13.7,8.2,1.6
1258,26,5.1,3.0,0.2
1259,50,8.1,5.7,1.1
1260,16,5.1,5.1,0.3
1261,50,12.2,3.9,1.2
1262,2,2.0,0.5,0.0
1263,50,13.2,2.7,6.5
1264,2,1.0,0.5,0.0
1265,42,1.5,2.4,0.1
1266,48,4.8,7.3,1.0
1267,45,8.9,7.9,0.6
1268,24,1.5,1.0,1.1
1269,50,20.2,5.3,4.4
1270,49,6.2,3.0,0.4
1271,50,10.9,1.7,1.9
1272,50,4.9,2.2,1.6
1273,46,16.8,5.3,1.5
1274,15,1.4,0.7,1.4
1275,50,8.2,4.3,0.9
1276,41,2.9,1.0,0.4
1277,7,1.1,0.7,0.1
1278,24,2.1,0.9,0.8
1279,11,1.5,0.5,0.2
1280,49,1.2,2.6,0.3
1281,32,3.7,2.4,0.3
1282,45,9.0,5.2,1.1
1283,4,0.5,1.0,0.0
1284,7,1.3,0.7,0.6
1285,49,7.6,3.8,7.9
1286,22,5.5,3.1,0.6
1287,4,2.3,1.8,0.3
1288,20,10.2,5.5,0.9
1289,5,0.4,0.4,0.0
1290,50,19.7,3.4,2.4
1291,50,13.5,7.2,1.2
1292,1,1.0,0.0,0.0
1293,50,9.1,3.8,1.5
1294,31,5.4,1.4,0.7
1295,49,12.0,5.8,2.4
1296,37,16.4,4.2,2.5
1297,47,8.9,4.7,0.6
1298,9,2.2,0.3,2.6
1299,49,11.9,3.4,3.9
1300,1,0.0,0.0,0.0
1301,48,6.6,7.5,0.7
1302,37,3.4,3.9,0.3
1303,39,8.7,5.7,1.2
1304,36,5.4,1.9,0.9
1305,47,6.0,3.9,0.6
1306,14,1.1,1.1,0.1
1307,47,14.9,5.9,1.9
1308,48,13.3,4.7,5.8
1309,31,8.1,3.0,1.2
1310,36,5.1,2.0,3.7
1311,26,1.6,1.4,0.1
1312,6,1.3,1.0,1.3
1313,50,16.5,2.3,7.4
1314,12,3.2,1.7,2.0
1315,1,0.0,0.0,0.0
1316,47,9.7,2.9,1.9
1317,3,2.3,1.7,0.0
1318,46,7.2,5.5,0.3
1319,48,7.7,8.9,0.9
1320,46,6.3,7.2,1.2
1321,82,22.6,6.3,5.3
1322,42,1.4,2.2,0.1
1323,71,2.2,3.5,0.6
1324,80,9.8,8.2,0.5
1325,12,0.7,0.6,1.1
1326,62,17.1,6.5,1.6
1327,72,12.0,4.3,2.7
1328,82,18.2,3.4,2.5
1329,82,6.2,1.3,1.1
1330,20,1.4,4.1,0.5
1331,82,14.5,3.7,8.1
1332,51,6.4,1.3,2.7
1333,81,7.0,4.1,0.8
1334,29,7.9,3.9,0.6
1335,82,13.1,6.9,1.2
1336,17,1.9,1.9,0.3
1337,77,12.4,2.4,2.6
1338,4,4.0,3.0,2.0
1339,80,9.6,7.5,1.8
1340,51,5.5,3.3,0.6
1341,51,6.3,5.1,1.3
1342,82,5.3,5.5,0.5
1343,39,3.2,2.4,0.2
1344,79,16.1,3.9,9.0
1345,72,10.8,4.7,1.7
1346,28,1.9,1.8,0.1
1347,80,5.1,1.7,3.7
1348,73,11.3,3.7,6.7
1349,30,6.9,2.3,3.1
1350,75,8.7,3.3,1.4
1351,74,17.4,2.9,2.5
1352,53,2.0,1.0,0.9
1353,65,9.7,6.0,0.6
1354,1,0.0,2.0,0.0
1355,3,0.7,0.7,0.0
1356,82,10.0,1.9,0.8
1357,6,1.8,1.0,0.2
1358,62,8.0,2.6,2.4
1359,24,2.7,0.9,0.1
1360,58,2.2,1.6,0.6
1361,33,1.7,1.2,0.2
1362,60,6.5,2.3,0.4
1363,82,14.9,5.7,3.0
1364,57,4.2,3.1,0.4
1365,80,19.2,8.5,2.0
1366,65,8.7,6.0,0.4
1367,76,13.1,3.7,2.8
1368,82,14.0,2.7,5.1
1369,72,8.3,6.1,1.6
1370,82,25.5,9.5,3.7
1371,55,2.1,1.4,0.2
1372,82,12.1,2.6,8.6
1373,37,13.9,2.7,4.9
1374,25,7.2,2.9,3.6
1375,58,4.3,3.1,0.4
1376,70,3.9,3.3,0.3
1377,72,4.5,3.1,1.0
1378,82,8.4,9.6,0.8
1379,82,23.6,3.8,4.5
1380,79,16.7,5.0,2.9
1381,66,2.4,3.5,0.5
1382,7,1.6,0.9,0.3
1383,78,9.9,6.2,1.1
1384,13,3.2,2.8,0.8
1385,80,10.5,3.3,1.2
1386,16,2.3,0.7,1.3
1387,69,4.7,1.1,1.9
1388,45,1.6,1.4,0.6
1389,81,8.6,6.2,0.9
1390,56,6.8,2.5,1.1
1391,81,22.9,11.8,5.0
1392,40,1.8,0.8,1.2
1393,43,1.7,2.1,0.3
1394,72,6.3,4.5,1.1
1395,77,6.7,2.4,1.3
1396,74,6.7,4.5,0.6
1397,82,11.3,4.3,2.4
1398,6,1.7,1.2,0.5
1399,8,1.8,3.1,0.1
1400,59,10.2,7.8,0.8
1401,75,5.7,4.7,0.8
1402,23,6.2,3.7,1.7
1403,15,0.9,0.9,0.4
1404,81,8.1,3.7,8.0
1405,58,4.9,2.4,0.4
1406,22,0.7,1.4,0.1
1407,79,7.5,3.2,2.4
1408,75,6.0,4.1,0.3
1409,82,12.7,3.0,4.0
1410,17,3.6,2.4,0.6
1411,79,7.6,6.1,0.6
1412,3,3.7,1.3,4.3
1413,3,1.3,0.3,0.7
1414,66,22.5,6.3,4.9
1415,32,5.6,2.5,0.5
1416,80,8.0,6.3,1.0
1417,58,8.4,5.0,1.0
1418,76,16.6,7.8,4.2
1419,74,15.9,5.7,1.8
1420,22,1.5,1.5,0.0
1421,33,1.5,0.8,0.8
1422,82,15.0,4.3,2.5
1423,70,10.7,5.4,2.5
1424,82,18.6,4.3,4.0
1425,75,6.4,3.1,0.4
1426,6,6.7,2.7,4.0
1427,62,13.0,3.6,2.3
1428,7,1.0,1.6,0.6
1429,62,15.0,9.7,0.9
1430,82,6.6,5.0,0.8
1431,56,14.8,4.9,4.7
1432,56,2.1,1.8,0.2
1433,56,3.7,2.6,0.2
1434,41,3.3,2.7,0.1
1435,58,6.8,2.2,1.1
1436,46,3.5,1.6,0.7
1437,25,2.2,1.4,0.2
1438,80,11.8,4.2,1.4
1439,23,3.3,1.0,1.0
1440,4,2.8,1.0,0.5
1441,52,13.4,2.9,7.4
1442,74,23.2,12.4,3.2
1443,22,3.7,4.1,0.7
1444,57,11.9,7.6,0.6
1445,68,9.4,2.8,3.3
1446,82,6.7,4.8,1.0
1447,22,8.4,4.9,1.0
1448,71,17.1,3.4,8.9
1449,61,11.4,4.8,1.6
1450,82,14.9,3.8,2.5
1451,56,8.6,2.2,4.9
1452,32,2.8,0.6,0.4
1453,77,18.0,5.3,6.6
1454,74,22.2,3.2,8.4
1455,5,2.0,3.0,0.6
1456,59,3.4,2.0,0.9
1457,46,6.4,1.9,1.2
1458,20,6.0,1.5,1.7
1459,74,6.3,4.0,1.0
1460,79,15.4,6.3,3.3
1461,19,2.3,1.7,0.3
1462,18,2.1,1.8,0.2
1463,59,2.6,0.7,1.5
1464,67,2.5,3.9,0.9
1465,79,9.2,3.4,1.8
1466,3,1.3,1.0,1.7
1467,61,3.8,1.8,1.1
1468,76,10.9,4.0,2.1
1469,73,11.6,3.7,2.8
1470,53,11.9,2.9,2.6
1471,75,9.4,2.5,3.3
1472,30,2.5,1.6,0.1
1473,82,12.3,8.0,3.0
1474,79,9.2,6.3,1.0
1475,67,5.2,1.6,2.4
1476,82,25.7,5.8,3.9
1477,79,16.6,7.7,1.9
1478,47,10.9,1.7,1.6
1479,8,6.0,1.5,2.1
1480,73,13.3,3.8,1.7
1481,68,12.0,9.2,0.8
1482,54,4.1,3.1,1.1
1483,62,8.8,2.4,3.9
1484,63,1.7,2.0,0.4
1485,82,8.9,1.7,3.3
1486,10,4.9,1.5,1.1
1487,80,10.1,3.4,0.9
1488,10,4.6,2.7,0.3
1489,51,10.2,6.5,1.4
1490,82,17.8,8.8,1.7
1491,77,8.4,6.5,0.8
1492,29,8.9,1.4,5.8
1493,76,5.7,4.8,1.6
1494,79,12.9,5.1,1.1
1495,48,4.7,1.7,1.3
1496,21,3.9,2.3,0.4
1497,82,6.5,2.4,1.7
1498,37,1.9,0.7,1.3
1499,71,9.0,1.8,1.5
1500,33,2.8,1.1,2.0
1501,53,6.6,1.5,1.2
1502,81,18.1,3.0,2.3
1503,36,1.1,1.1,0.9
1504,82,22.1,4.4,3.8
1505,82,5.7,4.6,1.1
1506,81,16.4,7.0,1.8
1507,82,8.2,4.1,0.9
1508,79,4.8,1.6,2.2
1509,59,6.4,2.4,3.4
1510,1,0.0,0.0,0.0
1511,27,2.2,0.9,2.6
1512,81,12.4,7.9,1.2
1513,74,3.8,1.5,0.5
1514,40,2.6,2.6,0.5
1515,56,2.1,2.3,0.5
1516,30,1.8,2.2,0.4
1517,74,11.9,3.7,1.4
1518,73,19.5,5.4,3.0
1519,44,3.6,2.6,0.5
1520,69,12.6,3.8,7.5
1521,34,4.3,1.4,0.6
1522,82,13.8,5.5,2.1
1523,82,20.3,10.1,3.3
1524,79,29.7,13.6,3.8
1525,82,12.3,4.7,2.9
1526,43,5.2,1.2,1.8
1527,71,4.4,3.5,1.0
1528,5,1.6,0.4,0.0
1529,19,6.0,2.5,1.5
1530,82,12.5,6.3,5.0
1531,68,7.6,6.6,0.4
1532,47,2.6,1.9,0.5
1533,74,6.1,3.5,1.0
1534,76,5.4,5.3,0.6
1535,71,5.1,3.8,0.5
1536,82,8.2,2.6,0.7
1537,81,6.6,3.6,0.8
1538,23,5.0,1.7,1.0
1539,52,4.9,1.4,0.6
1540,81,18.6,3.7,9.0
1541,25,2.1,1.8,0.2
1542,1,5.0,0.0,0.0
1543,52,2.5,2.2,0.4
1544,4,9.3,2.5,2.8
1545,81,11.6,5.4,1.6
1546,40,2.2,2.0,0.2
1547,44,7.2,3.1,1.2
1548,68,16.9,3.7,2.3
1549,80,7.0,4.2,3.4
1550,1,0.0,1.0,0.0
1551,66,6.5,2.1,1.7
1552,81,12.3,2.8,7.3
1553,54,13.7,7.9,2.3
1554,1,0.0,0.0,1.0
1555,80,6.9,6.8,3.2
1556,20,14.5,10.5,3.2
1557,61,5.4,2.3,0.9
1558,69,16.6,6.7,1.3
1559,53,8.0,5.2,0.8
1560,11,3.8,2.9,0.6
1561,67,4.0,2.1,1.2
1562,46,2.7,1.8,0.3
1563,82,14.1,5.2,1.9
1564,72,5.8,1.4,2.3
1565,45,5.6,1.9,1.4
1566,69,8.9,5.7,1.2
1567,14,1.9,0.9,0.1
1568,69,2.8,1.4,0.5
1569,33,5.4,6.1,0.3
1570,74,4.1,2.9,2.7
1571,63,7.3,5.5,1.0
1572,65,9.3,3.0,7.0
1573,41,3.4,0.9,1.7
1574,80,11.8,4.7,3.6
1575,55,7.7,5.3,0.8
1576,56,3.4,1.1,1.7
1577,72,7.3,3.2,4.2
1578,13,8.6,2.6,3.0
1579,56,3.0,3.3,0.6
1580,29,2.8,1.4,2.0
1581,76,10.3,3.8,1.1
1582,38,2.8,3.0,0.3
1583,77,8.4,3.9,0.8
1584,48,7.7,1.8,1.1
1585,80,18.5,4.5,2.8
1586,78,7.2,5.8,1.2
1587,63,5.3,2.7,1.0
1588,82,9.5,1.5,3.7
1589,37,2.8,1.4,0.6
1590,66,8.8,2.8,1.5
1591,82,12.2,6.7,2.3
1592,75,24.5,10.5,4.6
1593,47,5.1,1.6,0.8
1594,20,16.1,6.2,2.4
1595,45,3.1,1.2,2.5
1596,85,11.9,5.9,0.8
1597,47,1.2,2.9,0.1
1598,55,4.6,1.8,0.6
1599,71,5.3,2.1,4.0
1600,57,9.3,3.0,1.5
1601,73,6.0,3.8,0.9
1602,82,7.8,1.6,3.8
1603,28,13.6,2.5,2.8
1604,73,5.1,2.1,2.4
1605,73,13.8,3.9,3.9
1606,79,6.3,2.5,4.8
1607,49,1.7,1.5,0.2
1608,43,19.6,8.3,2.1
1609,60,16.9,5.8,5.3
1610,19,3.1,3.2,0.2
1611,82,6.6,5.4,0.7
1612,82,11.1,3.4,5.8
1613,5,1.2,0.4,0.2
1614,55,5.3,1.5,2.3
1615,79,21.7,9.5,1.6
1616,56,2.8,0.9,1.3
1617,70,28.4,3.8,4.7
1618,3,2.3,2.7,0.3
1619,82,13.2,7.0,0.9
1620,50,6.6,3.2,0.8
1621,72,6.7,5.2,2.5
1622,76,5.5,5.6,0.6
1623,62,2.2,2.2,0.5
1624,81,7.6,5.0,0.7
1625,82,8.0,3.0,2.9
1626,8,1.0,2.8,0.0
1627,82,5.0,5.9,1.0
1628,82,19.7,3.3,2.7
1629,81,15.8,3.6,2.6
1630,82,11.6,8.5,4.5
1631,16,3.6,1.7,0.6
1632,82,6.0,6.4,3.0
1633,80,8.1,2.2,3.6
1634,62,6.0,4.9,1.6
1635,7,2.0,2.7,0.1
1636,28,2.7,1.8,0.5
1637,3,0.7,0.3,0.0
1638,81,4.8,8.2,0.8
1639,5,0.8,1.8,0.4
1640,82,5.9,2.0,3.8
1641,27,7.4,1.7,2.9
1642,35,3.7,4.7,0.5
1643,82,11.2,1.9,6.0
1644,66,11.8,7.8,1.8
1645,50,6.7,4.2,0.8
1646,81,19.1,8.5,2.0
1647,10,0.6,0.5,0.2
1648,19,2.2,1.7,0.3
1649,79,11.5,8.8,1.3
1650,68,6.2,1.3,2.6
1651,82,20.5,8.0,3.7
1652,21,3.2,1.5,0.3
1653,82,9.8,2.8,2.4
1654,81,10.3,6.4,1.1
1655,74,10.0,9.9,0.9
1656,81,8.1,2.0,4.3
1657,55,4.2,1.0,1.7
1658,81,20.9,6.0,2.4
1659,80,15.9,4.1,2.2
1660,30,3.5,2.3,0.3
1661,62,5.3,4.0,0.8
1662,78,10.1,3.7,3.2
1663,75,9.6,7.8,1.8
1664,11,13.7,4.7,2.0
1665,82,24.2,6.5,8.9
1666,3,4.0,1.0,0.3
1667,8,1.6,0.1,0.0
1668,31,9.0,3.5,2.7
1669,26,1.9,1.5,0.1
1670,65,4.5,1.9,0.7
1671,31,2.9,3.5,0.7
1672,13,2.2,2.4,0.4
1673,80,4.8,8.1,0.6
1674,68,12.8,4.8,3.1
1675,21,8.0,6.4,0.9
1676,68,7.2,2.3,1.4
1677,82,7.9,3.2,7.6
1678,75,8.7,3.0,1.1
1679,74,25.8,6.6,5.2
1680,42,4.8,5.6,1.0
1681,82,6.3,1.6,2.5
1682,48,5.7,3.6,1.1
1683,42,4.2,1.3,0.3
1684,67,14.3,7.2,10.1
1685,71,12.0,6.8,1.7
1686,81,6.3,2.2,1.5
1687,81,5.7,9.3,0.8
1688,81,8.2,3.9,1.8
1689,76,17.5,5.0,3.9
1690,80,18.2,4.8,4.0
1691,80,7.1,6.9,0.2
1692,78,3.7,0.8,1.6
1693,40,5.6,1.9,2.7
1694,34,4.4,3.4,0.5
1695,59,6.7,4.8,1.3
1696,79,7.4,1.7,1.8
1697,82,8.6,2.1,4.2
1698,76,8.1,7.8,2.5
1699,61,7.9,2.9,2.2
1700,36,2.4,0.7,1.7
1701,12,1.5,1.8,0.3
